,FCBS GIE,Siège,PARIS 07,75,6420Z - Activités des sociétés holding,20 à 49
,FCE BANK PLC,Siège,ST GERMAIN EN LAYE,78,6491Z - Crédit-bail,100 à 199
,FDG GROUP,Siège,ORLY,94,6420Z - Activités des sociétés holding,20 à 49
,FEDERAL MOGUL FINANCIAL SERVICES,Siège,BOULOGNE BILLANCOURT,92,6420Z - Activités des sociétés holding,10 à 19
,FERRARI SOUTH WEST EUROPE,Siège,LEVALLOIS PERRET,92,6420Z - Activités des sociétés holding,10 à 19
,FFP,Siège,NEUILLY SUR SEINE,92,6420Z - Activités des sociétés holding,10 à 19
,FGI,Etabt second.,PARIS 08,75,6492Z - Autre distribution de crédit,10 à 19
,FICAR,Siège,ST DENIS,93,6420Z - Activités des sociétés holding,10 à 19
,FIDUCIAL GERANCE,Etabt second.,COURBEVOIE,92,6430Z - Fonds de placement et entités financières similaires,50 à 99
,FILORGA INITIATIVES,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,FIMIPAR,Siège,PUTEAUX,92,6492Z - Autre distribution de crédit,50 à 99
,FINANCIERE ASTRUC,Siège,PARIS 15,75,6420Z - Activités des sociétés holding,20 à 49
,FINANCIERE CEP,Etabt second.,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,FINANCIERE CLAVIER,Siège,PARIS 17,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE D'UZES,Siège,PARIS 02,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,FINANCIERE DE LA BARDANE,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE DUVAL,Siège,BOULOGNE BILLANCOURT,92,6430Z - Fonds de placement et entités financières similaires,10 à 19
,FINANCIERE EVARISTE,Etabt second.,MAUREPAS,78,6420Z - Activités des sociétés holding,20 à 49
,FINANCIERE FLERTEX,Etabt second.,VILLENEUVE LA GARENNE,92,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE FRERES BLANC,Siège,PARIS 02,75,6420Z - Activités des sociétés holding,20 à 49
,FINANCIERE GERARD JOULIE,Siège,PARIS 16,75,6420Z - Activités des sociétés holding,20 à 49
,FINANCIERE GROSPIRON,Siège,LE BLANC MESNIL,93,6430Z - Fonds de placement et entités financières similaires,10 à 19
,FINANCIERE HARCOURT,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE HAUDECOEUR,Siège,LA COURNEUVE,93,6420Z - Activités des sociétés holding,20 à 49
,FINANCIERE LEMA,Siège,GENNEVILLIERS,92,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE LIBERTEL BIS SAS,Etabt second.,PARIS 08,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",50 à 99
,FINANCIERE MAGENTA,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE MARIGNAN ELYSEES SAS,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,50 à 99
,FINANCIERE MEDIA,Siège,PARIS 10,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE MEESCHAERT FM,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,100 à 199
,FINANCIERE MOUTOT,Siège,MONTROUGE,92,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE OGIC,Siège,BOULOGNE BILLANCOURT,92,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE PERCEVAL,Siège,PARIS 07,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,FINANCIERE QUICK,Siège,ST DENIS,93,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE RHEA,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE SOFT,Siège,PARIS 17,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE SOPARI,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,FINANCIERE SPIE BATIGNOLLES,Siège,NEUILLY SUR SEINE,92,6420Z - Activités des sociétés holding,10 à 19
,FINANCO,Etabt second.,PARIS 09,75,6492Z - Autre distribution de crédit,10 à 19
,FINANCO,Etabt second.,CHATENAY MALABRY,92,6492Z - Autre distribution de crédit,10 à 19
,FONDINVEST CAPITAL,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,FORMERET HOLDING,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,10 à 19
,FRANCOIS-CHARLES OBERTHUR SAS,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,FRANFINANCE,Etabt second.,RUEIL MALMAISON,92,6492Z - Autre distribution de crédit,20 à 49
,FRANFINANCE,Etabt second.,RUEIL MALMAISON,92,6492Z - Autre distribution de crédit,50 à 99
,FRANFINANCE,Siège,RUEIL MALMAISON,92,6492Z - Autre distribution de crédit,250 à 499
,FRANFINANCE,Etabt second.,RUEIL MALMAISON,92,6492Z - Autre distribution de crédit,200 à 249
,FRANKLIN TEMPLETON FRANCE SA,Siège,PARIS 02,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,FRENCH REAL ESTATE JB,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,FROGPUBS,Siège,PARIS 10,75,6420Z - Activités des sociétés holding,10 à 19
,GALIAN,Siège,PARIS 08,75,6492Z - Autre distribution de crédit,100 à 199
,GAZELEY FRANCE SAS,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,GE CAPITAL EQUIPEMENT FINANCE,Etabt second.,PARIS 15,75,6491Z - Crédit-bail,10 à 19
,GE CAPITAL EQUIPEMENT FINANCE,Siège,PUTEAUX,92,6491Z - Crédit-bail,100 à 199
,GE CAPITAL EQUIPEMENT FINANCE,Etabt second.,PUTEAUX,92,6491Z - Crédit-bail,200 à 249
,GE ENERGY POWER CONVERSION GROUP,Siège,PARIS 07,75,6430Z - Fonds de placement et entités financières similaires,50 à 99
,GEIMSA - VIDICHRI,Siège,OSNY,95,6420Z - Activités des sociétés holding,10 à 19
,GEKKO,Siège,LEVALLOIS PERRET,92,6420Z - Activités des sociétés holding,20 à 49
,GENEFIM,Etabt second.,COURBEVOIE,92,6491Z - Crédit-bail,50 à 99
,GEORGE V EATERTAINMENT,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,100 à 199
,GEORGE V GESTION,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,GESTALT,Siège,PARIS 07,75,6420Z - Activités des sociétés holding,10 à 19
,GESTEPAR,Siège,PARIS 14,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,GESTION DE L EPARGNE SALARIALE,Etabt second.,ARCUEIL,94,6430Z - Fonds de placement et entités financières similaires,50 à 99
,GFI SECURITIES LIMITED,Siège,PARIS 08,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",100 à 199
,GIE GENERALI AGENCES,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,20 à 49
,GLOBAL BLUE HOLDING,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,10 à 19
,GLON SANDERS HOLDING,Etabt second.,PARIS 15,75,6420Z - Activités des sociétés holding,10 à 19
,GMAC BANQUE,Siège,ARGENTEUIL,95,6492Z - Autre distribution de crédit,50 à 99
,GOETZPARTNERS CORPORATE FINANCE,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,GOLDMAN SACHS PARIS INC. ET CIE,Etabt second.,PARIS 16,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",50 à 99
,GOLDMAN SACHS PARIS INC. ET CIE,Siège,PARIS 17,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",50 à 99
,GRADIVA,Siège,PARIS 19,75,6420Z - Activités des sociétés holding,10 à 19
,GRAVITATION,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,GROUPAMA EPARGNE SALARIALE,Siège,MONTREUIL,93,6430Z - Fonds de placement et entités financières similaires,20 à 49
,GROUPE AEF,Siège,PARIS 07,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,GROUPE DUSHOW,Siège,ROISSY EN FRANCE,95,6420Z - Activités des sociétés holding,50 à 99
,GROUPE EUROTUNNEL S.E.,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,GROUPE FECHOZ,Siège,PARIS 18,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,GROUPE FL FINANCE,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,10 à 19
,GROUPE H.N.,Siège,PARIS 12,75,6420Z - Activités des sociétés holding,20 à 49
,GROUPE IDENTICAR,Siège,CHAVILLE,92,6420Z - Activités des sociétés holding,20 à 49
,GROUPE IMESTIA,Siège,ST DENIS,93,6420Z - Activités des sociétés holding,10 à 19
,GROUPE INDIGO TM,Etabt second.,LEVALLOIS PERRET,92,6420Z - Activités des sociétés holding,10 à 19
,GROUPE INDUSTRIEL MARCEL DASSAULT,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,GROUPE INFODIS,Siège,ROISSY EN FRANCE,95,6420Z - Activités des sociétés holding,10 à 19
,GROUPE IRH ENVIRONNEMENT,Siège,GENNEVILLIERS,92,6420Z - Activités des sociétés holding,20 à 49
,GROUPE LES ECHOS SA,Siège,PARIS 02,75,6420Z - Activités des sociétés holding,500 à 999
,GROUPE LES JEUDIS,Siège,PARIS 13,75,6420Z - Activités des sociétés holding,20 à 49
,GROUPE MAISONS DE FAMILLE,Siège,COURBEVOIE,92,6420Z - Activités des sociétés holding,10 à 19
,GROUPE MARBEUF,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,GROUPE MATFER BOURGEAT,Siège,LES LILAS,93,6420Z - Activités des sociétés holding,20 à 49
,GROUPE ON - X,Siège,PUTEAUX,92,6420Z - Activités des sociétés holding,200 à 249
,GROUPE PH,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,20 à 49
,GROUPE PH,Etabt second.,PARIS 09,75,6420Z - Activités des sociétés holding,10 à 19
,GROUPE PICHET,Etabt second.,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,GROUPE PICHET,Etabt second.,PARIS 16,75,6420Z - Activités des sociétés holding,10 à 19
,GROUPE PLANET SUSHI,Siège,PUTEAUX,92,6420Z - Activités des sociétés holding,20 à 49
,GROUPE SCR,Siège,PARIS 17,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,GROUPE SINOUE,Siège,GARCHES,92,6420Z - Activités des sociétés holding,10 à 19
,GROUPE SNDTP,Siège,COURBEVOIE,92,6420Z - Activités des sociétés holding,20 à 49
,H 2C,Siège,VITRY SUR SEINE,94,6420Z - Activités des sociétés holding,10 à 19
,HAL SERVICES,Siège,CRETEIL,94,6420Z - Activités des sociétés holding,10 à 19
,HAVELLS SYLVANIA LIGHTING FRANCE,Siège,GENNEVILLIERS,92,6420Z - Activités des sociétés holding,50 à 99
,HBF SAS,Siège,PARIS 15,75,6420Z - Activités des sociétés holding,20 à 49
,HEMA FRANCE SAS,Siège,PARIS 01,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,HERMES INTERNATIONAL,Etabt second.,PARIS 12,75,6420Z - Activités des sociétés holding,20 à 49
,HFL HOLDINF FRANCO LEMMA,Etabt second.,BONDY,93,6420Z - Activités des sociétés holding,10 à 19
,HIPSTECH,Siège,PARIS 10,75,6420Z - Activités des sociétés holding,50 à 99
,HODIALL,Siège,AUBERVILLIERS,93,6420Z - Activités des sociétés holding,500 à 999
,HOLCIM BETONS (FRANCE),Etabt second.,MONTREUIL,93,6420Z - Activités des sociétés holding,20 à 49
,HOLDING AMBULANCES,Siège,BAGNEUX,92,6420Z - Activités des sociétés holding,10 à 19
,HOLDING CLAUDE BERNARD,Siège,PARIS 05,75,6420Z - Activités des sociétés holding,10 à 19
,HOLDING JMB,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,20 à 49
,HOLIDAY INNS (COURTALIN) HOLDING,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,20 à 49
,HOUR PASSION SAS,Etabt second.,TREMBLAY EN FRANCE,93,6420Z - Activités des sociétés holding,20 à 49
,HR-PATH,Siège,PARIS 13,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,HSBC EPARGNE ENTREPRISE (FRANCE),Etabt second.,PUTEAUX,92,6492Z - Autre distribution de crédit,10 à 19
,HUMANIS GESTION D'ACTIFS,Siège,MALAKOFF,92,6430Z - Fonds de placement et entités financières similaires,50 à 99
,HUN,Siège,PARIS 07,75,6420Z - Activités des sociétés holding,10 à 19
,HUYGHENS DE PARTICIPATIONS,Siège,PARIS 14,75,6420Z - Activités des sociétés holding,10 à 19
,I.F.C.I.C.,Siège,PARIS 16,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,IAGO,Siège,MONTREUIL,93,6420Z - Activités des sociétés holding,10 à 19
,ICAPE HOLDING,Siège,FONTENAY AUX ROSES,92,6430Z - Fonds de placement et entités financières similaires,10 à 19
,ICARE,Siège,BOULOGNE BILLANCOURT,92,6420Z - Activités des sociétés holding,50 à 99
,ICTS FRANCE HOLDING SAS,Siège,TREMBLAY EN FRANCE,93,6420Z - Activités des sociétés holding,10 à 19
,IFP,Siège,PARIS 15,75,6420Z - Activités des sociétés holding,10 à 19
,IFP,Etabt second.,SURESNES,92,6420Z - Activités des sociétés holding,10 à 19
,IMPACT FINANCES,Siège,PARIS 02,75,6492Z - Autre distribution de crédit,10 à 19
,IMS HEALTH TECHNOLOGY SOLUTIONS FRANCE,Etabt second.,VELIZY VILLACOUBLAY,78,6420Z - Activités des sociétés holding,50 à 99
,INDRECO,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,INDUSTRIEBANK AKTIENGESELLSCHAFT,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,INEUM CONSEIL ET ASSOCIES,Siège,NEUILLY SUR SEINE,92,6420Z - Activités des sociétés holding,20 à 49
,ING LEASING FRANCE,Siège,PARIS 12,75,6491Z - Crédit-bail,10 à 19
,INNOVAPRESSE & COMMUNICATION,Siège,CLICHY,92,6420Z - Activités des sociétés holding,10 à 19
,INTER EXPANSION-FONGEPAR,Etabt second.,MALAKOFF,92,6430Z - Fonds de placement et entités financières similaires,20 à 49
,INTER EXPANSION-FONGEPAR,Siège,PARIS 16,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,INTER GESTION,Siège,PARIS 02,75,6420Z - Activités des sociétés holding,10 à 19
,INTERNATIONAL ESTHETIQUE,Etabt second.,PARIS 09,75,6420Z - Activités des sociétés holding,20 à 49
,INTERNATIONAL PAPER FRANCE SAS,Siège,GUYANCOURT,78,6420Z - Activités des sociétés holding,10 à 19
,IONIS GROUPE,Siège,PARIS 03,75,6420Z - Activités des sociétés holding,20 à 49
,IPRAD GROUP,Siège,PARIS 10,75,6420Z - Activités des sociétés holding,20 à 49
,ISOBOX TECHNOLOGIES,Etabt second.,LIMETZ VILLEZ,78,6420Z - Activités des sociétés holding,20 à 49
,ITALCEMENTI FINANCE,Siège,PUTEAUX,92,6420Z - Activités des sociétés holding,10 à 19
,ITW GROUP FRANCE (LUXEMBOURG) SARL,Siège,PARIS 09,75,6420Z - Activités des sociétés holding,10 à 19
,J.N. HOLDING,Siège,PARIS 12,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,JACQUES BOGART,Etabt second.,PARIS 07,75,6420Z - Activités des sociétés holding,50 à 99
,JADE SERVICES,Siège,LE CHESNAY,78,6430Z - Fonds de placement et entités financières similaires,20 à 49
,JEAN JAURES EXPANSION,Siège,LA COURNEUVE,93,6420Z - Activités des sociétés holding,10 à 19
,JEAN LOUIS DAVID FRANCE,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,JEANNE LANVIN,Etabt second.,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,JEMS,Etabt second.,NEUILLY SUR SEINE,92,6420Z - Activités des sociétés holding,10 à 19
,JET SERVICES GROUP,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,JFX,Etabt second.,PARIS 03,75,6420Z - Activités des sociétés holding,10 à 19
,JLA HOLDING,Siège,ST DENIS,93,6420Z - Activités des sociétés holding,10 à 19
,JMR HOLDING,Siège,VERSAILLES,78,6420Z - Activités des sociétés holding,10 à 19
,JOHNSON & JOHNSON CONSUMER HOLDINGS FR,Siège,ISSY LES MOULINEAUX,92,6420Z - Activités des sociétés holding,200 à 249
,JOUR DEVELOPPEMENT,Siège,COURBEVOIE,92,6420Z - Activités des sociétés holding,20 à 49
,JP MORGAN ASSET MANAGEMENT EUROPE SARL,Etabt second.,PARIS 01,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,JULES BECHET ENTREPRISES J. B. E,Siège,CLICHY,92,6420Z - Activités des sociétés holding,10 à 19
,JUNE PARTNERS,Siège,PARIS 09,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",20 à 49
,K-ANTE,Siège,GUYANCOURT,78,6420Z - Activités des sociétés holding,10 à 19
,KARLINCO,Siège,PARIS 16,75,6420Z - Activités des sociétés holding,20 à 49
,KERISPER,Etabt second.,RUEIL MALMAISON,92,6420Z - Activités des sociétés holding,10 à 19
,KEYADE HOLDING,Siège,NEUILLY SUR SEINE,92,6420Z - Activités des sociétés holding,50 à 99
,KISSKISSBANKBANK TECHNOLOGIES,Siège,PARIS 10,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",10 à 19
,KOBA GROUP,Siège,PARIS 17,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",10 à 19
,KOBALTT,Siège,PARIS 02,75,6420Z - Activités des sociétés holding,10 à 19
,KUEHNE + NAGEL MANAGEMENT,Etabt second.,ARCUEIL,94,6420Z - Activités des sociétés holding,10 à 19
,KUEHNE+NAGEL PARTICIPATIONS,Etabt second.,ARCUEIL,94,6420Z - Activités des sociétés holding,10 à 19
,KUKA SYSTEMS FRANCE,Etabt second.,ST CLOUD,92,6420Z - Activités des sociétés holding,20 à 49
,L CAPITAL MANAGEMENT,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,LA BANQUE POSTALE CREDIT ENTREPRISES,Etabt second.,ISSY LES MOULINEAUX,92,6492Z - Autre distribution de crédit,50 à 99
,LA BANQUE POSTALE FINANCEMENT,Etabt second.,ST DENIS,93,6492Z - Autre distribution de crédit,250 à 499
,LA BAULE PLV,Siège,EPINAY SUR SEINE,93,6430Z - Fonds de placement et entités financières similaires,10 à 19
,LA BOETIE DEVELOPPEMENT 1,Etabt second.,PARIS 02,75,6420Z - Activités des sociétés holding,10 à 19
,LA CENTRALE DE FINANCEMENT (LCF),Etabt second.,PARIS 09,75,6492Z - Autre distribution de crédit,10 à 19
,LA CROISSANTERIE,Siège,CLICHY,92,6420Z - Activités des sociétés holding,50 à 99
,LA FRANCAISE REAL ESTATE MANAGERS,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,100 à 199
,LA POSTE GLOBAL MAIL,Siège,PARIS 14,75,6420Z - Activités des sociétés holding,50 à 99
,LABCO,Siège,PARIS 10,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,LABORATOIRES FOURNIER SAS,Siège,SURESNES,92,6420Z - Activités des sociétés holding,50 à 99
,LACROIX PARTICIPATIONS ET SERVICES,Siège,BEAUCHAMP,95,6420Z - Activités des sociétés holding,10 à 19
,LAFAYETTE GESTION,Siège,PARIS 07,75,6420Z - Activités des sociétés holding,10 à 19
,LAGARDERE SPORTS AND ENTERTAINMENT,Siège,BOULOGNE BILLANCOURT,92,6420Z - Activités des sociétés holding,50 à 99
,LAMY SA,Siège,RUEIL MALMAISON,92,6420Z - Activités des sociétés holding,20 à 49
,LBC FRANCE HOLDING SAS,Siège,PARIS 16,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,LE CHAMEAU,Siège,PARIS 17,75,6420Z - Activités des sociétés holding,20 à 49
,LE MARCHE CONSEIL,Siège,PARIS 05,75,6420Z - Activités des sociétés holding,10 à 19
,LEADER CENTRE GESTION,Siège,VITRY SUR SEINE,94,6420Z - Activités des sociétés holding,10 à 19
,LES ARGONAUTES,Siège,PARIS 05,75,6420Z - Activités des sociétés holding,20 à 49
,LES COMPAGNONS DU DEPANNAGE LCDD,Siège,LES LILAS,93,6430Z - Fonds de placement et entités financières similaires,20 à 49
,LES DOMAINES BARONS DE ROTHSCHILD,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,LES INSEPARABLES,Etabt second.,PARIS 12,75,6420Z - Activités des sociétés holding,10 à 19
,LION SENECA FRANCE 2,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,LMG FINANCE,Etabt second.,CHEVILLY LARUE,94,6420Z - Activités des sociétés holding,10 à 19
,LOGISTORE,Siège,NANTERRE,92,6420Z - Activités des sociétés holding,20 à 49
,LOGOPLASTE FRANCE,Siège,NEUILLY PLAISANCE,93,6420Z - Activités des sociétés holding,10 à 19
,LONSDALE CONSUMER,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,LOUVOIS,Siège,MEUDON,92,6420Z - Activités des sociétés holding,10 à 19
,LOUVRE HOTELS GROUP,Siège,NANTERRE,92,6420Z - Activités des sociétés holding,250 à 499
,LS PARTNERS,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,LVMH MOET HENNESSY LOUIS VUITTON,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,MADRIGALL,Siège,PARIS 07,75,6420Z - Activités des sociétés holding,10 à 19
,MAIA,Siège,BAGNOLET,93,6430Z - Fonds de placement et entités financières similaires,20 à 49
,MAISONS DE FAMILLE FRANCE,Siège,COURBEVOIE,92,6420Z - Activités des sociétés holding,20 à 49
,MAKHEIA GROUP,Siège,PARIS 17,75,6420Z - Activités des sociétés holding,10 à 19
,MANOIR INDUSTRIES,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,MANUTAN INTERNATIONAL,Siège,GONESSE,95,6420Z - Activités des sociétés holding,50 à 99
,MARTIN SAUMIAC,Siège,PARIS 05,75,6420Z - Activités des sociétés holding,10 à 19
,MATERIS CORPORATE SERVICES,Siège,CLICHY,92,6420Z - Activités des sociétés holding,20 à 49
,MBMA,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,20 à 49
,MBO PARTENAIRES,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,MCA GROUPE,Siège,LEVALLOIS PERRET,92,6420Z - Activités des sociétés holding,10 à 19
,MEDIATRIBU GROUPE,Siège,ST DENIS,93,6420Z - Activités des sociétés holding,10 à 19
,MEESCHAERT ASSET MANAGEMENT,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,MELITTA FRANCE SAS,Etabt second.,PARIS 10,75,6420Z - Activités des sociétés holding,50 à 99
,MERCEDS-BENZ FINANCIAL SERVICES FRANCE,Siège,MONTIGNY LE BRETONNEUX,78,6491Z - Crédit-bail,200 à 249
,MERIDIAM,Siège,PARIS 02,75,6420Z - Activités des sociétés holding,20 à 49
,MINELLI,Etabt second.,PARIS 19,75,6420Z - Activités des sociétés holding,10 à 19
,MINKSJO LABELPACK,Etabt second.,FONTENAY SOUS BOIS,94,6420Z - Activités des sociétés holding,10 à 19
,MIS IMPLANTS TECHNOLOGIES FRANCE,Siège,LEVALLOIS PERRET,92,6420Z - Activités des sociétés holding,20 à 49
,MJA,Siège,PARIS 13,75,6420Z - Activités des sociétés holding,20 à 49
,MJBL,Siège,ST OUEN,93,6420Z - Activités des sociétés holding,10 à 19
,MKG GROUP FRANCE,Siège,PARIS 15,75,6420Z - Activités des sociétés holding,10 à 19
,MOBILITAS,Siège,BEAUCHAMP,95,6420Z - Activités des sociétés holding,20 à 49
,MOET HENNESSY,Etabt second.,PARIS 16,75,6420Z - Activités des sociétés holding,50 à 99
,MOET HENNESSY,Etabt second.,PARIS 08,75,6420Z - Activités des sociétés holding,200 à 249
,MOM,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,MONTBLEU FINANCE,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,MORGAN STANLEY & CO INTERNATIONAL PLC,Siège,PARIS 08,75,"6499Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",50 à 99
,MULTI CONSEILS,Siège,PARIS 16,75,6420Z - Activités des sociétés holding,20 à 49
,MY WAY,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,N. BORNEO,Siège,HERBLAY,95,6420Z - Activités des sociétés holding,20 à 49
,NATIXIS,Etabt second.,CHARENTON LE PONT,94,6492Z - Autre distribution de crédit,500 à 999
,NATIXIS,Etabt second.,PARIS 14,75,6492Z - Autre distribution de crédit,50 à 99
,NATIXIS,Etabt second.,GUYANCOURT,78,6492Z - Autre distribution de crédit,10 à 19
,NATIXIS,Etabt second.,PARIS 12,75,6492Z - Autre distribution de crédit,500 à 999
,NATIXIS,Etabt second.,PARIS 12,75,6492Z - Autre distribution de crédit,500 à 999
,NATIXIS,Etabt second.,CHARENTON LE PONT,94,6492Z - Autre distribution de crédit,250 à 499
,NATIXIS,Etabt second.,CHARENTON LE PONT,94,6492Z - Autre distribution de crédit,100 à 199
,NATIXIS,Etabt second.,PARIS 13,75,6492Z - Autre distribution de crédit,1000 à 1999
,NATIXIS,Etabt second.,PARIS 02,75,6492Z - Autre distribution de crédit,10 à 19
,NATIXIS ASSET MANAGEMENT FINANCE,Siège,PARIS 13,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,NATIXIS COFICINE,Siège,PARIS 16,75,6492Z - Autre distribution de crédit,20 à 49
,NATIXIS ENERGECO,Siège,PARIS 13,75,6491Z - Crédit-bail,50 à 99
,NATIXIS FACTOR,Etabt second.,CHARENTON LE PONT,94,6492Z - Autre distribution de crédit,500 à 999
,NATIXIS FINANCEMENT,Etabt second.,PARIS 13,75,6492Z - Autre distribution de crédit,200 à 249
,NATIXIS GLOBAL ASSET MANAGEMENT,Siège,PARIS 13,75,6420Z - Activités des sociétés holding,50 à 99
,NATIXIS LEASE,Etabt second.,CHARENTON LE PONT,94,6491Z - Crédit-bail,500 à 999
,NAXICAP PARTNERS,Siège,PARIS 07,75,6430Z - Fonds de placement et entités financières similaires,20 à 49
,NES PARIS,Etabt second.,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,NES PARIS,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,NEW TABU,Siège,BRY SUR MARNE,94,6420Z - Activités des sociétés holding,10 à 19
,NEXEYA,Siège,CHATENAY MALABRY,92,6420Z - Activités des sociétés holding,20 à 49
,NGAM S.A,Siège,PARIS 13,75,6430Z - Fonds de placement et entités financières similaires,50 à 99
,NIXEN PARTNERS,Siège,PARIS 08,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,NLMK DISTRIBUTION FRANCE,Siège,AUBERVILLIERS,93,6420Z - Activités des sociétés holding,10 à 19
,NNIP ASSET MANAGEMENT B.V,Siège,PARIS 09,75,6430Z - Fonds de placement et entités financières similaires,10 à 19
,NOE,Siège,RAMBOUILLET,78,6420Z - Activités des sociétés holding,10 à 19
,NOVAFINANCE,Etabt second.,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,NOVAFINANCE,Siège,PARIS 08,75,6420Z - Activités des sociétés holding,10 à 19
,NOVETHIC,Siège,PARIS 07,75,6420Z - Activités des sociétés holding,20 à 49
,NOVOMED GROUP,Siège,PARIS 19,75,6420Z - Activités des sociétés holding,10 à 19
